Name;Last;Chg.% 1D Chg.Abs.;DateTime;ISIN;Turnover Volume;Bid Volume;Ask Volume;Maturity;Status
BAWAG P.S.K.WB.WD.10-25/1;99.450;0.00%0.000;02/28/202414:15:18;AT0000A0EX02;44,000;--;--;01/11/2025;P
RWBB vario WSV 16-28/RLBTirol;94.500;+0.07%+0.070;02/28/202414:15:15;AT000B124565;8,000;--;--;10/10/2028;P
AAB variabler Pfandbrief 23-26;100.000;0.00%0.000;02/28/202414:15:15;AT0000A37PF4;30,000;--;--;10/30/2026;P
RLBVbg 1,125% JubObl. 18-24/15;98.400;+0.10%+0.100;02/28/202414:15:09;AT000B066667;20,000;--;--;10/01/2024;P
BAWAGPSK WBB 3,7% WA 23-33/S2;103.800;-0.45%-0.470;02/28/202414:15:08;AT0000A36X93;146,000;--;--;11/29/2033;P
sWBB 2,4% WBA 13-24/2;99.100;0.00%0.000;02/28/202414:15:00;AT000B116181;4,000;--;--;04/07/2024;P
EGB 3,75% Anl.23-26/DIP S.1863;99.050;-0.95%-0.950;02/28/202413:15:16;AT0000A360R4;200,000;--;--;08/02/2026;P
ASpkOO 1-1,75%Stfz.-A.18-24/2;97.820;+0.06%+0.060;02/28/202413:00:29;AT000B101324;20,000;--;--;11/18/2024;P
OB Jubilaeumsanl. II 19-26;93.530;-0.05%-0.050;02/28/202413:00:24;AT000B126925;14,000;--;--;02/08/2026;P
HWBB 2,40 %  WA OOe14-25/1;97.650;+0.21%+0.200;02/28/202413:00:23;AT0000A159V2;60,000;--;--;02/03/2025;P
AllgSpk 170Jah.Jub.Anl.19-26/4;94.350;-0.19%-0.180;02/28/202413:00:23;AT000B101340;20,000;--;--;01/21/2026;P
RLBOO Nr Anl. 22-30/DIP S.400;97.500;-1.42%-1.400;02/28/202413:00:23;AT0000A305Z2;50,000;--;--;09/20/2030;P
3BK-WBB WA TH Oberbank 12-24;98.510;-0.61%-0.600;02/28/202413:00:20;AT0000A0VSY8;12,000;--;--;07/31/2024;P
AllgSpk Fix to Float A.17-24/5;99.770;+0.04%+0.040;02/28/202413:00:13;AT000B101282;4,000;--;--;03/18/2024;P
ASPKOO 3,625% Nachhalt.A.23-27;99.100;-0.19%-0.190;02/28/202413:00:10;AT000B101522;52,000;--;--;04/14/2027;P
S IMMO 3,25% Anl.15-27/S2/2015;95.500;0.00%0.000;02/28/202412:45:20;AT0000A1DWK5;2,000;--;--;04/21/2027;P
S IMMO 1,875% Anl.19-26/S1/19;91.000;+0.11%+0.100;02/28/202410:36:48;AT0000A285H4;40,000;91.05010,000;--;05/22/2026;C
HYPOVbg 3,125% Nr SV 17-27;93.600;+2.58%+2.350;02/28/202409:19:06;AT0000A1YQ55;20,000;94.10010,000;93.650-;10/27/2027;q
AT&S Unda.Res.Fixed.Subo.Notes;89.340;+0.96%+0.850;02/27/202415:52:30;XS2432941693;200,000;--;--;open-end;C
SbgLHB Vario EK SV 17-30;101.500;+3.57%+3.500;02/27/202414:31:08;AT000B023270;9,600;--;--;01/30/2030;P
RLB STMK 4% OBL 23-28/9;101.150;-1.22%-1.250;02/27/202414:30:45;AT000B093885;14,000;--;--;01/24/2028;P
sWBB 3,25% Wohnbauanl.23-33/01;101.000;-1.70%-1.750;02/27/202414:30:34;AT000B116892;30,000;--;--;09/01/2033;P
RLBVbg 3,125% SV 22-27/S.7;99.000;-1.49%-1.500;02/27/202414:30:21;AT000B067061;32,000;--;--;12/19/2027;P
RWBB vario WSV 15-27/10;95.340;+0.36%+0.340;02/27/202414:15:25;AT000B124532;2,000;--;--;10/12/2027;P
RLB STMK 3%OBL.22-25/7;98.600;-0.15%-0.150;02/27/202414:15:21;AT000B093794;30,000;--;--;10/06/2025;P
sWBB 3,6 % Wohnbauanl.22-33/01;104.000;-1.38%-1.450;02/27/202414:15:16;AT000B116876;46,000;--;--;04/30/2033;P
RLBTir KMU-Anleihe 19-26/S.9;90.650;-0.17%-0.150;02/27/202414:15:14;AT0000A2B5T0;6,000;--;--;11/25/2026;P
BAWAG P.S.K.WB.WD13-28/02;95.540;-0.23%-0.220;02/27/202414:15:13;AT0000A0Y1R8;12,400;--;--;01/18/2028;P
BAWAG 3,75% Anl.23-26/DIP S.1;99.260;-0.03%-0.030;02/27/202414:15:06;AT0000A31L43;80,000;--;--;02/10/2026;P
RLB STMK 3,50% OBL 23-26/11;99.450;+0.05%+0.050;02/27/202414:15:00;AT000B093927;20,000;--;--;08/27/2026;P
BKS 4% nachrang.Obl. 15-25/2;99.500;+1.53%+1.500;02/27/202413:15:43;AT0000A1H5E7;60,000;--;--;12/29/2025;P
OB 3,95% Anl. 23-05.05.2028;98.310;-1.06%-1.050;02/27/202413:15:15;AT000B127345;40,000;--;--;05/05/2028;P
BTV Stuzi Obl 22-27/8;95.000;0.00%0.000;02/27/202413:00:29;AT0000A2Z6W4;480,000;--;--;08/30/2027;P
RBI Step-Up N.maRz 23-27/S275;99.550;+0.05%+0.050;02/27/202413:00:28;AT000B015540;30,000;--;--;07/17/2027;P
OB 4% Anl. 23-03.01.2028;101.750;+0.44%+0.450;02/27/202413:00:23;AT000B127378;10,000;--;--;01/03/2028;P
ASpk3,25%nrFix-to-Fl.16-25/1;99.120;-0.11%-0.110;02/27/202413:00:16;AT000B101191;4,000;--;--;01/27/2025;P
OB 1,2% Anl. 18-31.01.2025;97.280;+0.01%+0.010;02/27/202413:00:08;AT000B126776;24,000;--;--;01/31/2025;P
EGB 1,80% Anl. II 22-25/1751;96.250;-0.05%-0.050;02/27/202413:00:01;AT0000A2ZU32;6,000;--;--;09/05/2025;P
2,10% Bundesanl. 2017-2117/3;77.000;+10.00%+7.000;02/27/202412:11:03;AT0000A1XML2;100,000;--;--;09/20/2117;P
0,85% Bundesanl. 2020-2120/4;48.980;+8.84%+3.980;02/27/202412:05:34;AT0000A2HLC4;40,000;--;--;06/30/2120;P
RWBB 0,25-1,35%StzWSV 16-26/16;93.900;+4.33%+3.900;02/26/202414:32:37;AT000B124599;21,800;--;--;10/19/2026;P
RLB STMK OBL.17-24/4;99.350;+1.22%+1.200;02/26/202414:30:13;AT000B093117;40,000;--;--;05/15/2024;P
RLBSt 0,8-1,3 % Stz-A.18-24/5;98.100;+0.31%+0.300;02/26/202414:15:23;AT000B093323;8,000;--;--;10/31/2024;P
RaiffWBB 1-1,9% StzWA 16-26/12;96.150;0.00%0.000;02/26/202414:15:20;AT000B124557;10,000;--;--;05/12/2026;P
HYPO-WBB WA18-28/2 Tirol;98.230;+0.49%+0.480;02/26/202414:15:11;AT0000A1Z7U7;100,000;--;--;01/05/2028;P
sWBB 3,05% Wohnbauanl.24-34/01;101.200;+0.10%+0.100;02/26/202414:15:02;AT000B116926;37,000;--;--;08/19/2034;P
EGB CMS nr Float.16-26/DIP1487;97.600;+1.14%+1.100;02/26/202413:15:40;AT0000A1HUU9;24,000;--;--;01/27/2026;P
EGB 5,25%  NR Anl.23-31/S.1831;103.700;-0.29%-0.300;02/26/202413:00:18;AT0000A324R0;200,000;--;--;02/06/2031;P
BTV 3,85% OBL 22-27/15;99.660;0.00%0.000;02/26/202413:00:11;AT0000A31KG6;8,000;--;--;11/09/2027;P
BKS 5%  Nachr.Obl.22-32/6;103.000;-0.48%-0.500;02/26/202413:00:09;AT0000A30749;20,000;--;--;10/10/2032;P
ASPKOO 2% NR Anl.20-30/3;79.760;+0.29%+0.230;02/26/202413:00:03;AT000B101407;18,000;--;--;10/16/2030;P
HWBB MinMax WA 20-30/1/Tir/S2;92.080;+4.86%+4.270;02/23/202414:31:27;AT0000A2C2F5;8,200;--;--;01/10/2030;P
HWBB 4% WB-WA 23-33/1 RLB OOE;110.500;0.00%0.000;02/23/202414:31:12;AT0000A36X28;20,000;--;--;09/22/2033;P
RLB STMK OBL. 22-27/5;91.650;+4.56%+4.000;02/23/202414:30:57;AT000B093612;40,000;--;--;02/01/2027;P
RLB-Tirol Nachrang-Anl. 14-24;97.500;-1.52%-1.500;02/23/202414:30:51;AT0000A193Q1;20,000;--;--;09/02/2024;P
sWBB 2,4% Wohnbauanl. 14-25/1;97.850;-1.31%-1.300;02/23/202414:30:31;AT000B116298;40,000;--;--;06/07/2025;P
HWBB 3,50% WB-WA 23-33/3  TIR;98.400;0.00%0.000;02/23/202414:30:11;AT0000A345M6;600,000;--;--;05/03/2033;P
RLBStmk Min-MaxFl.18-25/4;98.650;-0.05%-0.050;02/23/202414:15:29;AT000B093315;22,000;--;--;10/15/2025;P
sWBB 3,3% Wohnbauanl.23-34/02;101.700;+0.05%+0.050;02/23/202414:15:27;AT000B116900;20,000;--;--;03/21/2034;P
HWBB 3,75% WB-WA 23-33/5 ST;98.500;-0.71%-0.700;02/23/202414:15:26;AT0000A35391;140,000;--;--;06/07/2033;P
HTB 3,00% Anl. 23-27;97.010;-0.59%-0.580;02/23/202414:15:25;AT0000A327J0;16,000;--;--;05/27/2027;P
Hypo-WBB WA Tir. 17-27/8;97.620;-0.04%-0.040;02/23/202414:15:24;AT0000A1U2B3;30,000;--;--;03/08/2027;P
sWBB KMU WBA 16-27/06;92.000;-0.55%-0.510;02/23/202414:15:20;AT000B116629;30,000;--;--;01/16/2027;P
RaiffWBB 1,1-2% StzWA 17-27/19;94.000;-0.37%-0.350;02/23/202414:15:16;AT000B124623;34,000;--;--;10/06/2027;P
HTB 0,52% Anl. 20-27;91.080;-0.11%-0.100;02/23/202414:15:12;AT0000A2C0J1;8,200;--;--;01/10/2027;P
RLB STMK 2% Anl. 22-25/1;97.600;-0.20%-0.200;02/23/202414:15:10;AT000B093661;100,000;--;--;05/23/2025;P
BTV 3,5% Nachrang.Anl. 18-28/7;101.000;+6.88%+6.500;02/23/202413:51:07;AT0000A20EC1;12,000;--;--;05/23/2028;P
HWBB DYNAMIK WA OOe14-28/11;94.700;+1.83%+1.700;02/23/202413:15:23;AT0000A16QU5;68,000;--;--;03/20/2028;P
3BK-WBB Stuf.Zi.WA.15-25/Oberb;96.510;+0.84%+0.800;02/23/202413:15:06;AT0000A1GZZ9;28,000;--;--;11/23/2025;P
EGB 3,40% Anl. 23-26/DIP 1830;100.000;-0.15%-0.150;02/23/202413:00:25;AT0000A324M1;6,000;--;--;02/06/2026;P
HWBB 3 %  WA OOe14-30/2;93.150;-0.59%-0.550;02/23/202413:00:14;AT0000A159W0;40,000;--;--;02/04/2030;P
BAWAG 3,1% Pfdbr.23-26/DIP S.2;99.780;-0.16%-0.160;02/22/202414:15:26;AT0000A32Y96;20,000;--;--;04/21/2026;P
Hypo-WBB WA Tir. 16-26/11;98.340;+0.12%+0.120;02/22/202414:15:20;AT0000A1LK31;40,000;--;--;07/01/2026;P
BAWAGPSK WBB 3,75% Anl.23-26/1;99.700;-0.16%-0.160;02/22/202414:15:13;AT0000A35MS8;60,000;--;--;09/18/2026;P
HWBB 3,90% WB-WA 23-34/14  OOE;103.700;-0.29%-0.300;02/22/202414:15:09;AT0000A377X6;60,000;--;--;08/10/2034;P
WEB Windenergie 4,5% Anl.23-33;100.000;0.00%0.000;02/22/202414:00:11;AT0WEB2310A6;100,000;--;--;04/19/2033;P
StmkSpk 3% nr BankSV16-25/4;97.500;+4.84%+4.500;02/22/202413:15:37;AT000B035639;10,000;--;--;03/21/2025;P
RLBOO Nr Fix/Float A.22-30/385;86.300;0.00%0.000;02/22/202413:15:25;AT0000A2XMP1;106,000;--;--;05/17/2030;P
RLBNOW 0,20% Fixz.Anl.19-24/66;95.050;+0.05%+0.050;02/22/202413:15:19;AT000B078555;20,000;--;--;10/29/2024;P
OB 2,25% nachr. Anl. 16-24;98.350;+0.04%+0.040;02/22/202413:00:16;AT000B126628;46,000;--;--;07/15/2024;P
OB nachr.Stufenz.Anl. 18-26;96.500;0.00%0.000;02/22/202413:00:11;AT000B126784;16,000;--;--;01/31/2026;P
