Name;Last;Chg.% 1D Chg.Abs.;DateTime;ISIN;Turnover Volume;Bid Volume;Ask Volume;Maturity;Status
CA Immo 1,875% Anleihe 17-24;100.400;-0.01%-0.010;02/13/202409:05:08;AT0000A1TBC2;-;99.480100,000;101.230100,000;02/22/2024;C
OMV 6y Notes 19-25;95.310;+0.01%+0.010;02/13/202409:05:07;XS2022093434;-;95.310500,000;95.420100,000;07/03/2025;C
HVbg 0,23% Notes 21-29/S.219;80.700;+0.06%+0.050;02/12/202417:02:35;XS2327980509;-;80.7001,000,000;82.700-;04/06/2029;q
HVbg 0,375% Notes 20-30/S.212;76.300;+0.13%+0.100;02/12/202417:02:35;XS2252219105;-;76.3001,000,000;78.300-;11/04/2030;q
HVbg 0,02% Notes 20-24/S.208;95.750;+0.05%+0.050;02/12/202417:02:35;XS2240271846;-;95.7501,000,000;97.750-;10/01/2024;q
HVbg 1,8% CZKGreenBd 20-25/186;94.150;+0.11%+0.100;02/12/202417:02:35;XS2126053953;-;94.1503,000,000;96.150-;03/05/2025;q
HypoVbg 0,36% IHS 20-26/S.182;91.650;+0.05%+0.050;02/12/202417:02:34;XS2100387526;-;91.6501,000,000;93.650-;01/09/2026;q
HVbg 1,02% SV 20-35/DIP S183;68.450;+0.15%+0.100;02/12/202417:02:34;XS2104132514;-;68.5001,000,000;70.500-;01/17/2035;q
HVbg var-SV 19-29/S.170;93.100;+0.05%+0.050;02/12/202417:02:34;XS2002726847;-;93.1001,000,000;95.100-;05/27/2029;q
HVbg 0,741% Anl.19-36/S.178;62.700;+0.24%+0.150;02/12/202417:02:34;XS2066563524;-;62.7501,000,000;64.750-;10/16/2036;q
HVbg var SV 19-29/S.175;94.450;0.00%0.000;02/12/202417:02:34;XS2037749749;-;94.4501,000,000;96.450-;08/07/2029;q
HVbg 0,86% Anl. 19-34/S.179;68.850;+0.22%+0.150;02/12/202417:02:34;XS2069329964;-;68.9001,000,000;70.900-;10/24/2034;q
HVbg 3,25% Anleihe 24-27/S.269;99.070;0.00%0.000;02/12/202417:02:33;AT0000A39K87;-;99.0701,000,000;100.070-;01/15/2027;q
HVbg Fix/Swap-li-FRN 18-28/158;88.850;+0.06%+0.050;02/12/202417:02:33;XS1859330752;-;88.850100,000;91.850-;07/24/2028;q
HVbg fix/swap Rate Notes 01-31;94.850;-0.16%-0.150;02/12/202417:02:33;XS0132540955;-;95.050-;97.050-;07/11/2031;q
HVbg Fix/Swap-li-FRN 18-28/163;90.300;+0.06%+0.050;02/12/202417:02:33;XS1915000753;-;90.300100,000;93.300-;11/27/2028;q
HVbg Fix/Swap-li-FRN 18-28/161;90.700;+0.06%+0.050;02/12/202417:02:33;XS1892228401;-;90.700100,000;93.700-;10/11/2028;q
HVbg 3,25% Anleihe 24-29/S.270;98.500;0.00%0.000;02/12/202417:02:33;AT0000A39K95;-;101.0003,000;100.000-;01/15/2029;q
HVbg Fix/Swap-li-FRN 18-28/159;89.950;+0.06%+0.050;02/12/202417:02:33;XS1877653581;-;89.950100,000;92.950-;09/13/2028;q
HWBB 4,00% WB-WA 23-33/18 VBG;103.200;+0.15%+0.150;02/12/202417:02:32;AT0000A38J81;-;103.2001,000,000;105.200-;12/22/2033;q
HVbg 3,70% Anleihe 23-28/S.265;99.550;+0.10%+0.100;02/12/202417:02:32;AT0000A36X77;-;102.0004,000;101.050-;09/11/2028;q
HVbg 3,8%GreenBond23-26/S.267;100.050;+0.05%+0.050;02/12/202417:02:32;AT0000A38JB4;-;100.0501,000,000;101.050-;06/18/2026;q
HWBB 4,00% WB-WA 23-33/13, VBG;103.100;+0.10%+0.100;02/12/202417:02:32;AT0000A373X5;-;-8,000;105.150-;10/18/2033;q
HWBB 4 % WB-WA 23-33/17 VBG;103.250;+0.15%+0.150;02/12/202417:02:32;AT0000A37UU3;-;106.30010,000;105.250-;11/15/2033;q
HypVbg 3,7% KMU Anl.23-28/S266;100.550;+0.05%+0.050;02/12/202417:02:32;AT0000A381H1;-;100.5501,000,000;102.0506,000;01/25/2028;q
HVbg 3,75%  Anl 23-27/S.261;99.800;+0.05%+0.050;02/12/202417:02:31;AT0000A34824;12,000;99.8001,000,000;101.300195,000;10/05/2027;q
HVbg Green Bond 23-28/S.253;98.900;0.00%0.000;02/12/202417:02:31;AT0000A325P1;-;98.9001,000,000;100.400-;02/07/2028;q
HVbg 3,70% Anleihe 23-26/S.264;99.550;+0.05%+0.050;02/12/202417:02:31;AT0000A36X69;-;99.5501,000,000;100.550-;09/11/2026;q
HVbg 3,75% Anl 23-25 II/S.260;99.100;0.00%0.000;02/12/202417:02:31;AT0000A34816;-;99.1501,000,000;100.1503,000;06/02/2025;q
HWBB 3,90% WB-WA 23-33/6 VBG;101.450;+0.15%+0.150;02/12/202417:02:31;AT0000A359Q8;-;-1,000;103.500-;07/12/2033;q
HVbg 2,125% Anl. 22-26/S.243;95.850;+0.05%+0.050;02/12/202417:02:30;AT0000A30368;-;95.8501,000,000;96.8507,000;10/06/2026;q
HVbg 3,5% KMUAnl.22-27/S.249;98.900;+0.05%+0.050;02/12/202417:02:30;AT0000A31LF6;-;98.9001,000,000;100.400-;02/25/2027;q
HVbg 3,5%KMU22-27 II/DIP S.251;99.700;+0.05%+0.050;02/12/202417:02:30;AT0000A32182;-;99.7001,000,000;100.700247,000;01/27/2027;q
HVbg 4,75%NR SV 22-32/DIP S252;91.500;+0.16%+0.150;02/12/202417:02:30;AT0000A321S4;-;-1,000;94.500-;12/20/2032;q
HVbg MinMax-Anl.22-27-II/S244;96.400;0.00%0.000;02/12/202417:02:30;AT0000A30350;-;96.4001,000,000;97.90030,000;10/06/2027;q
HVbg 0,39% Anleihe 20-27/S.201;87.550;+0.06%+0.050;02/12/202417:02:29;AT0000A2HTS3;-;87.6001,000,000;89.600-;08/05/2027;q
HWBB MinMax-WA19-30/12/Vbg/5;90.200;0.00%0.000;02/12/202417:02:29;AT0000A28Z42;-;90.2001,000,000;92.200-;11/04/2030;q
HVbg 0,09% kuendb. Anl. 19-24;95.600;+0.05%+0.050;02/12/202417:02:29;AT0000A2B6T8;-;95.6001,000,000;97.600-;11/20/2024;q
HVbg 1,875% Green 22-27/S.236;95.450;0.00%0.000;02/12/202417:02:29;AT0000A2XMH8;-;95.4501,000,000;96.950-;06/30/2027;q
HWBB MinMax-WA 19-30/11/Vbg/4;90.500;+0.06%+0.050;02/12/202417:02:29;AT0000A28FL2;-;90.5001,000,000;92.500-;09/11/2030;q
HVbg 3 % Anl. 22-30/DIP S.240;93.600;+0.05%+0.050;02/12/202417:02:29;AT0000A2YXL5;-;93.650100,000;95.650-;07/19/2030;q
HVbg 0,67 % Anl. 19-26/S.171;91.100;+0.11%+0.100;02/12/202417:02:29;AT0000A28CN5;-;91.1001,000,000;93.100-;06/03/2026;q
HVbg 2,25% Anl.22-25/DIP S.241;96.600;+0.05%+0.050;02/12/202417:02:29;AT0000A2Z922;-;96.6001,000,000;97.600-;09/16/2025;q
HWBB MiniMax WA19-30/1 Vbg;91.300;0.00%0.000;02/12/202417:02:28;AT0000A25HY7;-;91.3001,000,000;93.300-;04/02/2030;q
HWBB MiniMax WA Vbg.18-29/7;92.050;0.00%0.000;02/12/202417:02:28;AT0000A23GH9;-;92.40016,000;94.050-;12/10/2029;q
HVbg Min-Max Fltr.19-26;94.350;+0.05%+0.050;02/12/202417:02:28;AT0000A288B1;-;94.3501,000,000;96.350-;06/05/2026;q
HWBB Stz-WA.19-30/9 Vbg;84.150;+0.12%+0.100;02/12/202417:02:28;AT0000A27ZM0;-;84.1501,000,000;86.150-;07/02/2030;q
HVbg EUROPA-Div-Gar.19-25;92.600;0.00%0.000;02/12/202417:02:28;AT0000A267U5;-;92.650100,000;93.650-;03/27/2025;q
HypoVbg Stz-Anl.19-25;95.700;+0.05%+0.050;02/12/202417:02:28;AT0000A25J52;-;96.85015,000;96.700-;04/02/2025;q
HVbg-Nachh.-Expr.-Zert.19-25;91.450;+0.66%+0.600;02/12/202417:02:28;AT0000A27661;-;91.500100,000;92.5005,000;06/03/2025;q
HWBB Stfz.-WA18-29/5 Vbg;88.950;+0.11%+0.100;02/12/202417:02:28;AT0000A1ZTW9;-;88.9501,000,000;90.950-;03/20/2029;q
HWBB MiniMax WA19-30/7 Vbg;91.250;+0.05%+0.050;02/12/202417:02:28;AT0000A26812;-;91.2501,000,000;93.250-;05/02/2030;q
HYPO VBG 6,125% AT1-Anl.18/S.2;76.550;+0.13%+0.100;02/12/202417:02:28;AT0000A20DC3;-;76.600-;78.600-;open-end;q
HYPO-WOHN.WANDEL.16-27/17;93.500;+0.05%+0.050;02/12/202417:02:27;AT0000A1PN91;-;93.5001,000,000;95.0003,000;12/07/2027;q
HYPO-WOHN.WANDEL.17-29/4;93.800;0.00%0.000;02/12/202417:02:27;AT0000A1QEF5;-;93.8001,000,000;95.3001,900;01/31/2029;q
HYPO-WOHN.WANDEL.17-28/10;92.050;+0.11%+0.100;02/12/202417:02:27;AT0000A1UXM3;-;92.0501,000,000;93.550-;04/11/2028;q
HYPOVbgHYP-EUROP-DIV-GAR.17-25;92.000;+0.11%+0.100;02/12/202417:02:27;AT0000A1YXS2;-;92.000100,000;93.00020,000;12/05/2025;q
HYPO-WOHN.WANDEL.16-27/13;95.700;0.00%0.000;02/12/202417:02:27;AT0000A1MCE1;-;95.7001,000,000;97.2001,000;08/09/2027;q
Vbg LHB Add Tier1-Anl. 2016;88.350;+0.06%+0.050;02/12/202417:02:27;AT0000A1LKA4;-;88.400-;90.400-;open-end;q
HYPO-WOHN.WANDEL.16-27/17;93.500;+0.05%+0.050;02/12/202417:02:27;AT0000A1PN91;-;93.5001,000,000;95.0003,000;12/07/2027;q
HYPO-WOHN.WANDEL.17-29/4;93.800;0.00%0.000;02/12/202417:02:27;AT0000A1QEF5;-;93.8001,000,000;95.3001,900;01/31/2029;q
HYPO-WOHN.WANDEL.15-26/18;96.500;+0.05%+0.050;02/12/202417:02:26;AT0000A1H567;-;96.5001,000,000;97.500-;11/26/2026;q
HYPO-WOHN.WANDEL.16-27/6;96.200;0.00%0.000;02/12/202417:02:26;AT0000A1KAR1;-;96.4509,000;97.700-;03/08/2027;q
VbgLHB 4,5% NR SV 15-25;97.700;+0.05%+0.050;02/12/202417:02:26;AT0000A1GTF4;174,000;97.700-;99.700-;12/01/2025;q
HYPO-WOHN.WANDEL.15-26/17;98.650;+0.05%+0.050;02/12/202417:02:26;AT0000A1H559;-;98.9009,000;99.650-;11/26/2026;q
HYPO-WOHN.WANDEL.16-27/5;95.450;+0.05%+0.050;02/12/202417:02:26;AT0000A1JWT3;-;95.5001,000,000;97.000-;02/22/2027;q
HYPO-WOHN.WANDEL.16-27/4;95.600;+0.05%+0.050;02/12/202417:02:26;AT0000A1JG64;-;95.6001,000,000;97.100-;02/15/2027;q
HYPO-WOHN.WANDEL.16-27/9;94.850;+0.05%+0.050;02/12/202417:02:26;AT0000A1KUY5;-;94.9001,000,000;96.400-;04/26/2027;q
HYPO-WOHN.WANDEL.16-27/10;96.100;0.00%0.000;02/12/202417:02:26;AT0000A1LDY9;-;96.1001,000,000;97.600-;06/21/2027;q
HYPO-WOHN.WANDEL.16-27/7;94.900;+0.05%+0.050;02/12/202417:02:26;AT0000A1KKW0;-;94.9501,000,000;96.450-;03/30/2027;q
HYPO-WOHN.WANDEL.14-26/17;95.450;+0.05%+0.050;02/12/202417:02:25;AT0000A19SA7;-;95.4501,000,000;96.450-;10/27/2026;q
HYP.W WB.WDL 13-26/10;98.550;+0.05%+0.050;02/12/202417:02:25;AT0000A0ZDU9;-;99.10017,000;99.6001,000;03/20/2026;q
HYPO-WOHN.WANDEL.14-27/10;97.550;+0.10%+0.100;02/12/202417:02:25;AT0000A161B0;-;97.5501,000,000;99.050-;03/24/2027;q
HYPO-WOHN.WANDEL.14-26/22;94.700;+0.05%+0.050;02/12/202417:02:25;AT0000A1AK67;-;94.7001,000,000;95.700-;12/09/2026;q
HYPO-WOHN.WANDEL.15-27/13;95.950;0.00%0.000;02/12/202417:02:25;AT0000A1EZS9;-;96.1509,000;97.450-;07/08/2027;q
RLBStmk 4,85% nrFixz.A16-26/15;103.900;+6.56%+6.400;02/12/202414:20:07;AT000B092614;6,000;--;--;01/21/2026;P
BAWAGPSK WBB 3,7% WA 23-33/S2;104.050;0.00%0.000;02/12/202414:15:23;AT0000A36X93;500,000;--;--;11/29/2033;P
Hypo-WBB WA Stmk. 10-25/1;100.100;-0.05%-0.050;02/12/202414:15:23;AT0000A0FDE5;40,000;--;--;02/15/2025;P
BAWAGPSK WBB 3,75% Anl.23-26/1;100.100;-0.39%-0.390;02/12/202414:15:19;AT0000A35MS8;30,000;--;--;09/18/2026;P
RWBB vario WSV 15-27/10;95.460;-0.15%-0.140;02/12/202414:15:18;AT000B124532;10,000;--;--;10/12/2027;P
AAB variabler Pfandbrief 23-26;100.000;0.00%0.000;02/12/202414:15:05;AT0000A37PF4;149,000;--;--;10/30/2026;P
RWBB 1%  WSV 16-28/14;87.110;+0.68%+0.590;02/12/202414:15:05;AT000B124581;16,000;--;--;10/07/2028;P
OB 3,2% NR-Anl. 22-25.05.2030;86.000;-2.82%-2.500;02/12/202413:15:59;AT000B127212;60,000;--;--;05/25/2030;P
OB 2,00% NR  Anleihe 20-27;87.500;-2.78%-2.500;02/12/202413:15:49;AT000B127105;100,000;--;--;12/07/2027;P
BTV Nr Stfz-Obl 20-30/13;88.000;0.00%0.000;02/12/202413:00:26;AT0000A2HVF6;2,000;--;--;09/30/2030;P
OB 3,50% Anleihe 22-27;97.200;-0.51%-0.500;02/12/202413:00:20;AT000B127253;30,000;--;--;12/14/2027;P
BKS 0,375% Green Bond 19-24/2;97.950;0.00%0.000;02/12/202413:00:19;AT0000A28XQ4;100,000;--;--;09/03/2024;P
BKS 0,875 % Green Bond 18-24/2;98.000;0.00%0.000;02/12/202413:00:19;AT0000A239X8;100,000;--;--;10/01/2024;P
EGB Inflationsanl.22-29/S.1775;94.500;0.00%0.000;02/12/202413:00:17;AT0000A30FA1;20,000;--;--;10/21/2029;P
AllgSpk 170Jah.Jub.Anl.19-26/4;94.470;-0.06%-0.060;02/12/202413:00:15;AT000B101340;2,200;--;--;01/21/2026;P
BTV Kapitalschutzanl. 19-25/4;118.180;-0.04%-0.050;02/12/202413:00:13;AT0000A26HZ2;90,000;--;--;03/28/2025;P
EGB 1,80% Anl. II 22-25/1751;96.250;-0.26%-0.250;02/12/202413:00:09;AT0000A2ZU32;6,000;--;--;09/05/2025;P
OB 1,7% NR-Anl.21-28;85.010;-0.34%-0.290;02/12/202413:00:08;AT000B127113;100,000;--;--;01/29/2028;P
EGB 3,20% Anleihe 22-25/S.1785;98.350;0.00%0.000;02/12/202413:00:07;AT0000A30ZJ0;20,000;--;--;11/04/2025;P
3BK-WBB Stuf.Zi.WA.15-25/Oberb;95.710;+0.04%+0.040;02/12/202413:00:05;AT0000A1GZZ9;6,000;--;--;11/23/2025;P
BKS 1%  Obl. 16-24/3;97.650;0.00%0.000;02/12/202413:00:04;AT0000A1PCP0;100,000;--;--;12/06/2024;P
6,25% Bundesanl. 1997-2027/6;113.000;+1.80%+2.000;02/12/202412:16:07;AT0000383864;380,000;--;--;07/15/2027;P
sWBB 1,0% WBA 16-27/04;91.950;+1.60%+1.450;02/09/202414:30:10;AT000B116603;60,000;--;--;09/06/2027;P
HTB 0,9% Fixzins. Anl. 18-25;96.920;+0.33%+0.320;02/09/202414:15:28;AT0000A1Z7L6;8,000;--;--;01/08/2025;P
RLB STMK 3,50% OBL 23-26/11;99.850;-0.20%-0.200;02/09/202414:15:24;AT000B093927;6,000;--;--;08/27/2026;P
HYPO-WBB WA18-28/2 Tirol;97.890;0.00%0.000;02/09/202414:15:23;AT0000A1Z7U7;150,000;--;--;01/05/2028;P
RWBB var. WSV 15-26/11;92.650;-0.38%-0.350;02/09/202414:15:22;AT000B124540;50,000;--;--;05/13/2026;P
Hypo-WBB WA Bgl. 16-31/14;91.410;-0.09%-0.080;02/09/202414:15:20;AT0000A1PE19;6,000;--;--;11/25/2031;P
RaiffWBB 1-1,9% StzWA 16-26/12;96.250;-0.16%-0.150;02/09/202414:15:19;AT000B124557;80,000;--;--;05/12/2026;P
Hypo-WBB WA Tir. 16-26/11;98.240;-0.03%-0.030;02/09/202414:15:12;AT0000A1LK31;4,000;--;--;07/01/2026;P
BAWAG P.S.K.WB.WD13-28/02;95.810;-0.16%-0.150;02/09/202414:15:11;AT0000A0Y1R8;13,000;--;--;01/18/2028;P
Hyp-WBB Stk Spread An 05-25/34;96.900;-0.05%-0.050;02/09/202414:15:05;AT0000491246;10,000;--;--;07/01/2025;P
HTB Praemienanl.II 19-24;102.030;+0.29%+0.290;02/09/202414:15:05;AT0000A28DN3;150,800;--;--;06/05/2024;P
RLBOO Nr Anl. 22-30/DIP S.400;98.900;+5.21%+4.900;02/09/202413:17:57;AT0000A305Z2;200,000;--;--;09/20/2030;P
EGB subord. FRN 18-28/1592;91.200;-1.83%-1.700;02/09/202413:15:24;AT0000A21BT9;50,000;--;--;06/20/2028;P
UBM 7% Green Bonds 23-27;103.600;+1.57%+1.600;02/09/202413:00:21;AT0000A35FE2;10,000;--;--;07/10/2027;P
OB 4% Anl. 23-03.01.2028;101.100;+0.10%+0.100;02/09/202413:00:15;AT000B127378;14,000;--;--;01/03/2028;P
BTV Kapitalmarktfltr.18-25/14;96.630;-0.02%-0.020;02/09/202413:00:15;AT0000A23V82;100,000;--;--;11/27/2025;P
3BK-WBB Stuf.Zins.WA.  13-25;100.750;0.00%0.000;02/09/202413:00:02;AT0000A107M0;100,000;--;--;05/27/2025;P
Oberbank 1% Anl. 17-24;98.020;+0.03%+0.030;02/09/202413:00:00;AT000B126743;30,000;--;--;08/11/2024;P
SIMMO 1,25% GreenBd.22-27/1-22;89.000;+0.56%+0.500;02/09/202412:45:02;AT0000A2UVR4;100,000;--;--;01/11/2027;P
0,75% Bundesanl. 2016-2026/1;96.000;-1.84%-1.800;02/09/202412:21:19;AT0000A1K9C8;40,000;--;--;10/20/2026;P
2,10% Bundesanl. 2017-2117/3;77.930;+1.48%+1.140;02/09/202412:11:17;AT0000A1XML2;6,000;--;--;09/20/2117;P
RLB-Tirol Nachrang-Anl. 14-24;99.000;+3.50%+3.350;02/08/202414:39:46;AT0000A193Q1;180,000;--;--;09/02/2024;P
OOLB 0,25-0,75%Stfz-A19-27/19;88.100;+0.06%+0.050;02/08/202414:15:29;AT0000A2AKJ6;10,000;--;--;10/08/2027;P
RLBTir KMU-Anleihe 19-26/S.9;91.000;-0.44%-0.400;02/08/202414:15:18;AT0000A2B5T0;30,000;--;--;11/25/2026;P
Hypo-WBB WA OOE. 16-32/2;85.900;-0.87%-0.750;02/08/202414:15:02;AT0000A1HR63;50,000;--;--;01/20/2032;P
RLBVbg 1,125% JubObl. 18-24/15;98.300;+0.10%+0.100;02/08/202414:15:01;AT000B066667;40,000;--;--;10/01/2024;P
Hypo-WBB WA Tir. 14-25/23;99.830;-0.01%-0.010;02/08/202414:15:00;AT0000A1AMT3;60,000;--;--;05/19/2025;P
WEB Windenergie 4,5% Anl.23-33;100.000;0.00%0.000;02/08/202414:00:13;AT0WEB2310A6;6,000;--;--;04/19/2033;P
WrStaedVIG 3,5% nr SV 17-27/1;99.300;-0.20%-0.200;02/08/202414:00:03;AT0000A1VKJ4;26,000;--;--;05/11/2027;P
EGB Infl. linked Bd 22-27/1806;97.600;-2.40%-2.400;02/08/202413:23:23;AT0000A31PD2;8,000;--;--;12/08/2027;P
StmkSpk 3% nr BankSV16-25/4;98.000;+2.08%+2.000;02/08/202413:20:08;AT000B035639;6,000;--;--;03/21/2025;P
S IMMO 2% Anleihe 19-29/S.2/19;84.000;+3.70%+3.000;02/08/202413:04:02;AT0000A2AEA8;24,000;--;--;10/15/2029;P
BKS 5%  Nachr.Obl.22-32/6;103.500;0.00%0.000;02/08/202413:00:28;AT0000A30749;6,000;--;--;10/10/2032;P
EGB 5,25%  NR Anl.23-31/S.1831;104.000;-0.95%-1.000;02/08/202413:00:25;AT0000A324R0;80,000;--;--;02/06/2031;P
RLOO nr FixZIns Anl. 14-25/8;99.000;0.00%0.000;02/08/202413:00:18;AT0000A17HL1;776,000;--;--;01/08/2025;P
ASpkOO 1-1,75%Stfz.-A.18-24/2;97.760;+0.03%+0.030;02/08/202413:00:17;AT000B101324;39,000;--;--;11/18/2024;P
